Y,Y,Y,N,,Y,Y,Y,T,,,Y,Y,friends,low
Y,Y,Y,Y,Y,Y,Y,N,T,,,Y,Y,friends,low
Y,Y,Y,N,,Y,Y,Y,T,,,Y,Y,friends,medium
Y,N,N,Y,,N,N,Y,T,,,Y,Y,friends,low
Y,Y,Y,N,,Y,Y,Y,T,,,Y,Y,friends,low
Y,Y,Y,N,,Y,Y,Y,T,,,Y,Y,friends,free
Y,Y,Y,Y,,Y,Y,Y,H,,,,,alone,free
Y,Y,Y,N,,Y,Y,N,T,,,Y,Y,friends,free
Y,Y,Y,N,,Y,Y,Y,T,,,Y,Y,friends,medium
Y,Y,Y,N,,Y,Y,N,T,,,Y,Y,friends,free
Y,Y,Y,N,,Y,Y,N,T,,,Y,Y,friends,free
Y,Y,Y,N,,Y,Y,Y,T,,,Y,Y,friends,low
Y,Y,Y,N,,Y,Y,Y,T,,,Y,Y,friends,low
Y,DN,Y,N,,DNS,DN,Y,H,,,,,,
Y,Y,Y,N,,DNS,Y,NR,H,,,,,,
Y,Y,Y,N,,Y,Y,NR,T,,,,,,
Y,DN,DN,DN,,Y,Y,NR,H,,,,,,
Y,Y,Y,N,,Y,Y,NR,T,,,,,,
Y,Y,N,N,,Y,Y,NR,T,,,,,,
Y,Y,Y,N,,Y,Y,NR,T,,,,,,
Y,DN,N,N,,DNS,Y,Y,H,,,,,,
Y,Y,Y,N,,Y,Y,NR,T,,,,,,
Y,Y,Y,N,Y,DNS,Y,NR,T,,,,,,
Y,Y,Y,N,Y,Y,Y,NR,T,,,,,,
Y,DN,Y,N,Y,N,N,Y,H,,,,,,
Y,Y,Y,N,,Y,Y,Y,H,,,,,,
Y,N,Y,N,,Y,Y,NR,T,,,,,,
Y,N,Y,N,,Y,N,NR,T,,,,,,
Y,DN,Y,N,N,Y,Y,Y,T,N,,,,alone,medium
N,DN,Y,Y,N,Y,Y,Y,H,N,,,,friends,free
Y,Y,Y,N,Y,Y,Y,Y,T,Y,,,,friends,high
Y,DN,DN,DN,N,Y,Y,Y,T,N,,,,friends,free
Y,Y,Y,N,N,Y,N,NR,T,N,,,,alone,free
Y,Y,Y,Y,N,Y,Y,Y,T,N,,,,friends,low
N,DN,DN,DN,N,Y,Y,NR,T,N,,,,alone,medium
N,DN,DN,DN,Y,N,DN,NR,T,Y,,,,family,free
Y,DN,Y,N,N,Y,DN,NR,H,N,,,,alone,free
Y,Y,Y,N,N,Y,Y,NR,T,N,,,,alone,free
N,Y,DN,DN,N,Y,Y,Y,H,N,,,,friends,free
Y,DN,Y,N,N,Y,N,NR,T,N,,,,friends,medium
Y,DN,Y,N,Y,Y,Y,Y,T,Y,,,,alone,medium
Y,Y,Y,N,N,Y,Y,Y,T,N,,,,alone,medium
Y,DN,DN,DN,N,Y,DN,NR,H,N,,,,alone,free
Y,Y,Y,DN,Y,Y,N,NR,T,Y,,,,alone,high
N,DN,Y,Y,N,Y,DN,NR,H,N,,,,alone,free
Y,Y,Y,N,N,Y,Y,NR,T,N,,,,alone,free
Y,DN,Y,Y,Y,Y,Y,NR,T,Y,,,,family,high
N,DN,Y,Y,N,Y,DN,NR,H,N,,,,alone,free
Y,DN,Y,DN,N,Y,Y,Y,T,N,,,,alone,medium
Y,DN,Y,DN,Y,Y,Y,NR,T,Y,,,,alone,high
Y,DN,Y,Y,Y,Y,Y,Y,T,Y,,,,alone,high
Y,DN,Y,DN,N,Y,Y,NR,H,N,,,,alone,free
N,DN,DN,DN,N,Y,Y,NR,H,N,,,,alone,free
Y,Y,Y,Y,Y,Y,Y,Y,T,Y,,,,friends,high
Y,Y,Y,N,N,Y,Y,Y,T,N,,Y,Y,friends,medium
Y,Y,Y,N,Y,Y,Y,Y,T,Y,,,,friends,medium
Y,Y,Y,N,N,Y,Y,Y,T,N,,N,Y,friends,medium
Y,Y,Y,N,N,Y,Y,Y,T,N,,,,friends,medium
Y,Y,Y,N,N,Y,Y,Y,H,N,,,,friends,high
Y,Y,Y,N,Y,Y,Y,Y,H,Y,,,,friends,high
N,N,N,N,N,N,N,Y,,N,,,,friends,free
Y,Y,N,N,Y,Y,Y,Y,T,Y,,N,N,friends,high
Y,Y,Y,N,Y,Y,Y,Y,H,Y,,,,alone,high
Y,Y,Y,N,N,Y,Y,Y,H,N,,,,friends,high
Y,Y,Y,N,N,Y,Y,Y,T,N,,,,friends,medium
Y,Y,Y,N,N,Y,Y,Y,H,N,,,,friends,high
N,N,Y,N,N,Y,N,NR,T,N,,,,friends,medium
Y,Y,Y,N,N,Y,Y,Y,H,N,,,,friends,free
Y,Y,Y,N,Y,Y,Y,Y,T,Y,,,,friends,high
Y,Y,Y,Y,N,Y,Y,Y,T,N,,,,friends,high
N,N,Y,N,N,DNS,Y,NR,H,N,,,,friends,free
Y,Y,Y,N,Y,Y,DNS,NR,T,DN,N,N,N,friends,medium
Y,Y,Y,Y,,Y,Y,Y,T,,N,N,N,friends,medium
Y,DN,Y,N,Y,Y,DNS,NR,T,DN,N,N,N,friends,medium
N,Y,Y,N,Y,Y,DNS,NR,T,DN,N,N,N,friends,medium
Y,DN,DN,N,DNS,Y,Y,Y,T,DN,N,N,N,friends,medium
Y,DN,Y,N,N,Y,DNS,NR,T,DN,Y,N,N,friends,medium
N,Y,Y,Y,Y,Y,DNS,NR,T,Y,Y,N,N,friends,medium
N,DN,DN,DN,Y,DNS,DNS,NR,H,Y,Y,,,alone,free
Y,Y,DN,DN,N,Y,Y,Y,H,DN,Y,,,friends,free
Y,Y,Y,N,N,Y,Y,Y,T,N,Y,N,N,friends,medium
N,DN,Y,N,N,Y,DNS,NR,T,N,Y,N,N,friends,medium
Y,Y,Y,N,N,N,Y,Y,T,N,Y,N,N,friends,medium
Y,Y,Y,N,N,Y,Y,NR,H,N,Y,,,alone,free
Y,Y,Y,N,Y,Y,Y,Y,T,N,Y,,,,
Y,Y,Y,N,Y,Y,DNS,NR,T,N,Y,N,N,friends,medium
Y,N,Y,N,DNS,Y,Y,Y,H,N,Y,1 mi,Y,friends,high
Y,Y,DN,DN,DNS,Y,Y,NR,H,DN,Y,1 mi,Y,friends,high
Y,Y,Y,N,DNS,Y,Y,Y,T,DN,Y,1 mi,Y,friends,high
Y,Y,Y,N,DNS,Y,Y,Y,T,DN,Y,1 mi,Y,friends,high
Y,DN,Y,N,DNS,Y,Y,Y,T,DN,Y,1 mi,Y,friends,high
Y,Y,Y,N,DNS,Y,Y,NR,T,DN,Y,1 mi,Y,friends,high
Y,Y,Y,N,Y,Y,Y,Y,T,DN,Y,1 mi,Y,friends,high
Y,Y,Y,N,Y,Y,Y,N,T,Y,Y,1 mi,Y,friends,high
Y,Y,Y,N,Y,Y,Y,NR,T,Y,Y,1 mi,Y,friends,high
Y,Y,Y,N,Y,Y,Y,Y,T,Y,Y,1 mi,Y,friends,high
N,N,DN,DN,DNS,Y,Y,NR,H,DN,Y,1 mi,Y,alone,high
Y,DN,N,N,,Y,Y,Y,H,,,,,date,free
Y,Y,Y,N,,Y,Y,Y,T,,,Y,Y,family,medium
Y,Y,Y,N,Y,Y,Y,NR,T,,,Y,Y,family,low
N,DN,N,Y,,N,Y,NR,H,,,,,family,low
Y,DN,Y,N,,Y,Y,Y,T,,,Y,Y,date,medium
Y,DN,Y,N,,N,N,NR,T,,,Y,Y,friends,medium
Y,Y,Y,N,,Y,Y,Y,T,,,Y,Y,family,medium
Y,Y,Y,Y,,Y,Y,Y,T,Y,,Y,Y,friends,medium
Y,Y,Y,Y,,Y,Y,Y,T,Y,,Y,Y,date,medium
Y,Y,Y,N,,Y,Y,Y,T,N,,Y,Y,family,medium
Y,DN,Y,N,,Y,Y,NR,T,,,Y,Y,friends,medium
Y,Y,Y,N,,Y,Y,NR,T,,,Y,Y,family,medium
Y,Y,Y,N,,N,Y,NR,T,N,,Y,Y,date,medium
Y,Y,Y,N,,Y,Y,Y,T,,,Y,Y,date,medium
Y,DN,Y,N,Y,Y,Y,NR,T,,,Y,Y,friends,medium
Y,Y,Y,N,,Y,Y,NR,H,Y,,,,alone,free
Y,Y,Y,N,Y,Y,Y,NR,T,Y,,Y,Y,family,medium
Y,Y,Y,N,Y,Y,Y,NR,T,Y,,Y,Y,alone,medium
Y,DN,Y,N,,Y,Y,NR,T,,,Y,Y,friends,free
Y,Y,Y,N,,N,Y,NR,T,,,Y,Y,family,medium
Y,Y,Y,N,Y,Y,Y,Y,T,Y,,N,Y,family,high
Y,Y,Y,Y,,Y,Y,Y,T,Y,,Y,Y,friends,medium
Y,Y,Y,N,,Y,Y,Y,H,,,,,date,low
Y,Y,Y,N,,Y,Y,Y,T,,,Y,Y,family,medium
Y,Y,Y,N,,Y,DN,N,TV,,,,,friends,
Y,DN,Y,N,Some,,DN,N,O,,,,,alone,
Y,Y,,,,Y,DN,N,T,,,somewhat,Y,friends,medium
N,N,Y,N,,N,DN,N,O,,,,,friends,
Y,DN,Y,N,,Y,DN,N,O,,,,,alone,
Y,Y,Y,N,,Y,DN,Y,O,,,,,alone,
Y,Y,Y,N,,Y,DN,Y,T,,,Y,Y,date,low
Y,Y,Y,N,,Y,DN,,T,,,,,date,
Y,Y,Y,N,,Y,DN,,T,,,,,date,
Y,Y,Y,N,,Y,DN,,T,,,somewhat,Y,friends,
Y,Y,Y,N,N,,,Y,O,,,,,alone,
N,,Y,N,,Y,DN,N,T,,,somewhat,Y,friends,medium
Y,,,,,,,,O,,,,,alone,
Y,,Y,N,,,,,O,,,,,alone,
N,N,Y,Y,,N,,,O,,,,,,
Y,Y,Y,N,,Y,,,O,,,,,,
Y,Y,Y,N,Y,Y,Y,Y,T,Y,,Y,Y,friends,medium
Y,DN,DN,DN,DN,Y,Y,NR,T,T,,Y,Y,friends,medium
N,DN,Y,DN,DN,N,DN,Y,H,DN,,,,alone,
Y,N,Y,N,DN,Y,Y,Y,T,DN,,N,Y,friends,medium
Y,Y,N,N,DN,Y,Y,NR,T,Y,,N,Y,friends,medium
Y,DN,Y,N,Y,N,DN,Y,H,DN,,,,friends,
Y,DN,DN,DN,DN,Y,DN,NR,T,DN,,Y,Y,friends,medium
Y,DN,Y,N,DN,Y,DN,NR,,Y,,,,,
Y,DN,Y,N,DN,DN,DN,Y,H,DN,,,,alone,
N,Y,Y,DN,Y,Y,DN,NR,T,DN,,Y,Y,friends,medium
Y,DN,Y,N,DN,Y,DN,Y,T,DN,,Y,Y,friends,medium
Y,DN,Y,N,DN,Y,Y,Y,H,Y,,,,friends,
Y,Y,Y,N,Y,Y,Y,Y,T,N,,N,Y,friends,medium
Y,Y,Y,N,DN,N,Y,Y,H,DN,,,,friends,
Y,Y,Y,N,Y,Y,Y,Y,T,Y,,Y,Y,friends,medium
Y,DN,Y,N,DN,Y,Y,Y,T,DN,,Y,Y,friends,medium
Y,DN,Y,N,Y,Y,DN,Y,T,Y,,,,friends,medium
Y,DN,DN,N,N,Y,DN,Y,T,N,,,,DN,medium
Y,DN,Y,N,N,Y,DN,Y,H,N,,,,alone,DN
Y,DN,DN,N,N,DN,DN,Y,H,N,,,,friends,DN
N,DN,DN,N,N,DN,DN,Y,H,N,,,,friends,DN
Y,Y,Y,N,Y,Y,DN,Y,T,N,,,,friends,medium
Y,Y,Y,N,Y,Y,D,Y,T,N,,,,friends,medium
Y,Y,Y,N,N,DN,DN,Y,T,N,,,,friends,medium
Y,Y,Y,N,Y,Y,D,Y,T,N,,,,friends,medium
N,DN,DN,N,N,DN,DN,Y,T,N,,,,friends,DN
Y,DN,DN,N,N,Y,DN,Y,T,N,,,,friends,medium
N,DN,N,N,,Y,Y,Y,T,,Y,N,N,date,high
N,Y,Y,N,Y,N,Y,DN,T,,Y,N,Y,friends,medium
Y,N,Y,N,,Y,Y,DN,T,,Y,Y,N,friends,medium
Y,Y,Y,N,,Y,Y,,T,,,N,N,friends,medium
Y,Y,DN,N,,Y,Y,Y,T,,,N,N,friends,free
Y,DN,N,N,,DN,Y,DN,T,,,N,N,friends,free
N,DN,Y,N,,Y,Y,Y,H,,,,,N,free
N,DN,N,N,,DN,Y,DN,H,,,,,friends,free
Y,DN,Y,N,,Y,Y,DN,T,,,Y,N,friends,medium
N,DN,N,N,,DN,DN,Y,H,,,,,friends,free
Y,Y,Y,N,Y,DN,N,N,T,,,N,N,friends,free
Y,Y,Y,N,,DN,Y,DN,T,,Y,N,Y,friends,medium
Y,Y,Y,N,Y,Y,Y,DN,T,,Y,N,Y,friends,medium
Y,Y,Y,N,Y,DN,Y,DN,T,,Y,N,Y,friends,medium
Y,Y,Y,N,,Y,Y,Y,T,,Y,N,Y,friends,medium
Y,DN,DN,N,,Y,Y,DN,T,,Y,N,Y,friends,medium
N,DN,N,Y,,DN,Y,DN,H,,Y,,,N,free
Y,Y,Y,N,,Y,Y,Y,T,,Y,N,Y,date,medium
Y,DN,DN,N,,DN,Y,DN,T,,Y,N,Y,friends,medium
Y,DN,Y,N,,DN,Y,DN,T,,Y,N,Y,friends,medium
Y,DN,Y,N,,DN,Y,DN,T,,Y,N,Y,friends,medium
Y,DN,DN,N,,DN,Y,DN,T,,Y,N,Y,friends,medium
Y,DN,Y,N,,Y,Y,Y,T,,Y,N,Y,friends,medium
Y,Y,Y,N,,Y,Y,Y,T,,Y,N,Y,friends,medium
Y,DN,Y,Y,Y,Y,Y,NR,H,Y,Y,,N,alone,free
Y,Y,Y,N,DNS,DNS,Y,NR,T,DN,Y,1 mile,N,friends,medium
Y,Y,Y,N,DNS,DNS,Y,Y,,N,Y,3M,N,friends,medium
N,N,N,Y,DNS,N,Y,N,T,N,Y,1M,N,friends,medium
Y,Y,Y,N,N,Y,Y,Y,T,N,Y,3M,N,friends,medium
Y,Y,Y,N,N,Y,Y,Y,T,N,,3M,N,friends,medium
Y,Y,Y,N,N,Y,Y,Y,T,N,,.5M,N,friends,
Y,Y,Y,Y,Y,Y,Y,Y,H,Y,,.5M,N,,
Y,DN,Y,Y,Y,Y,Y,NR,H,Y,Y,,N,alone,free
Y,Y,Y,N,DNS,DNS,Y,NR,T,DN,Y,1 mile,N,friends,medium
Y,Y,Y,N,DNS,DNS,Y,Y,,N,Y,3M,N,friends,medium
N,N,N,Y,DNS,N,Y,N,T,N,Y,1M,N,friends,medium
Y,Y,Y,N,N,Y,Y,Y,T,N,Y,3M,N,friends,medium
Y,Y,Y,N,N,Y,Y,Y,T,N,,3M,N,,medium
Y,Y,Y,N,N,Y,Y,Y,T,N,,.5M,N,,
Y,Y,Y,Y,Y,Y,Y,Y,H,Y,,.5M,N,,
